@RELATION autenticacionContinua
@ATTRIBUTE appAbiertasMinuto integer
@ATTRIBUTE appAbiertasDistintasMinuto integer
@ATTRIBUTE appMasUsadaUltimoMinuto integer
@ATTRIBUTE numeroVecesUltimoMinuto integer
@ATTRIBUTE ultimaApp integer
@ATTRIBUTE anteriorUltimaApp integer
@ATTRIBUTE appMaxAnterior integer
@ATTRIBUTE appAbiertasDia integer
@ATTRIBUTE appAbiertasDistintasDia integer
@ATTRIBUTE appMasUsadaUltimoDia integer
@ATTRIBUTE numeroVecesUltimoDia integer
@ATTRIBUTE bytesRecibidosMinuto real
@ATTRIBUTE bytesEnviadosMinuto real
@ATTRIBUTE usuario {-1,1}
@ATTRIBUTE diaSemana integer
@ATTRIBUTE horaActual integer
@DATA 
2,1,-1547699361,2,-1547699361,-1547699361,-1547699361,815,27,-1547699361,395,6640,10162,1,3273460,55457
0,0,63,0,-1547699361,-1547699361,-1547699361,818,27,-1547699361,398,22911,59779,1,3273460,55550
0,0,63,0,-1547699361,-1547699361,-1547699361,818,27,-1547699361,398,7271,8213,1,3273460,55656
0,0,63,0,-662003450,-1547699361,-662003450,824,27,-1547699361,402,1197612,223635,1,3273460,55766
2,1,-1547699361,2,-1547699361,-1547699361,-1547699361,826,27,-1547699361,404,77839,5715,1,3273460,55814
5,1,-1547699361,5,-1547699361,-1547699361,-1547699361,831,27,-1547699361,409,153488,25718,1,3273460,55880
7,1,-1547699361,7,-1547699361,-1547699361,-1547699361,838,27,-1547699361,416,131526,11970,1,3273460,55942
3,1,-1547699361,3,-1547699361,-1547699361,-1547699361,839,27,-1547699361,417,96667,12660,1,3273460,56012
2,1,-1547699361,2,-1547699361,-1547699361,-1547699361,839,27,-1547699361,417,195661,14748,1,3273460,56073
1,1,-1547699361,1,-1547699361,-1547699361,-1547699361,840,27,-1547699361,419,138487,13442,1,3273460,56148
5,1,-1547699361,5,-1547699361,-1547699361,-1547699361,844,27,-1547699361,425,144770,24185,1,3273460,56218
3,2,-1547699361,2,-1547699361,-1547699361,-1547699361,845,27,-1547699361,427,204417,38464,1,3273460,56281
2,1,-1521143749,2,-1521143749,-1521143749,-1521143749,847,27,-1547699361,427,84135,13818,1,3273460,56349
1,1,-1547699361,1,-1547699361,-1521143749,-1547699361,848,27,-1547699361,428,46956,8703,1,3273460,56425
2,1,-1547699361,2,-1547699361,-1547699361,-1547699361,850,27,-1547699361,430,54664,14562,1,3273460,56550
