@RELATION autenticacionContinuaVectores
@ATTRIBUTE mediaAcelerometroX real
@ATTRIBUTE mediaAcelerometroY real
@ATTRIBUTE mediaAcelerometroZ real
@ATTRIBUTE mediaAcelerometroMag real
@ATTRIBUTE maximoAcelerometroX real
@ATTRIBUTE maximoAcelerometroY real
@ATTRIBUTE maximoAcelerometroZ real
@ATTRIBUTE maximoAcelerometroMag real
@ATTRIBUTE minimoAcelerometroX real
@ATTRIBUTE minimoAcelerometroY real
@ATTRIBUTE minimoAcelerometroZ real
@ATTRIBUTE minimoAcelerometroMag real
@ATTRIBUTE varianzaAcelerometroX real
@ATTRIBUTE varianzaAcelerometroY real
@ATTRIBUTE varianzaAcelerometroZ real
@ATTRIBUTE varianzaAcelerometroMag real
@ATTRIBUTE picoApicoAcelerometroX real
@ATTRIBUTE picoApicoAcelerometroY real
@ATTRIBUTE picoApicoAcelerometroZ real
@ATTRIBUTE picoApicoAcelerometroMag real
@ATTRIBUTE mediaGiroscopioX real
@ATTRIBUTE mediaGiroscopioY real
@ATTRIBUTE mediaGiroscopioZ real
@ATTRIBUTE mediaGiroscopioMag real
@ATTRIBUTE maximoGiroscopioX real
@ATTRIBUTE maximoGiroscopioY real
@ATTRIBUTE maximoGiroscopioZ real
@ATTRIBUTE maximoGiroscopioMag real
@ATTRIBUTE minimoGiroscopioX real
@ATTRIBUTE minimoGiroscopioY real
@ATTRIBUTE minimoGiroscopioZ real
@ATTRIBUTE minimoGiroscopioMag real
@ATTRIBUTE varianzaGiroscopioX real
@ATTRIBUTE varianzaGiroscopioY real
@ATTRIBUTE varianzaGiroscopioZ real
@ATTRIBUTE varianzaGiroscopioMag real
@ATTRIBUTE picoApicoGiroscopioX real
@ATTRIBUTE picoApicoGiroscopioY real
@ATTRIBUTE picoApicoGiroscopioZ real
@ATTRIBUTE picoApicoGiroscopioMag real
@ATTRIBUTE diaSemana integer
@ATTRIBUTE horaActual integer
@ATTRIBUTE usuario {-1,1}
@DATA 
0.50,9.17,3.48,9.83,0.70,9.38,3.95,10.07,0.07,8.98,2.98,9.61,0.01,0.01,0.04,0.01,0.64,0.40,0.97,0.46,0.01,0.03,-0.00,0.09,0.12,0.16,0.05,0.22,-0.16,-0.05,-0.04,0.02,0.00,0.00,0.00,0.00,0.28,0.21,0.09,0.20,3619420,74478,1
0.18,8.59,4.76,9.83,0.61,8.78,5.67,9.98,-0.06,7.86,4.34,9.70,0.03,0.03,0.09,0.00,0.67,0.92,1.33,0.28,0.01,-0.00,0.01,0.09,0.15,0.07,0.11,0.45,-0.43,-0.11,-0.08,0.02,0.01,0.00,0.00,0.00,0.58,0.18,0.20,0.42,3619420,74499,1
-0.03,1.48,9.33,10.22,3.12,9.14,17.73,17.90,-4.33,0.20,2.86,8.39,1.10,8.03,7.43,2.45,7.45,8.94,14.86,9.52,-0.24,-0.06,0.03,0.47,0.27,2.04,1.45,4.42,-3.61,-1.42,-0.76,0.00,0.54,0.29,0.09,0.92,3.89,3.46,2.21,4.42,3619420,74519,1
-0.08,0.22,9.85,9.85,-0.06,0.24,9.93,9.93,-0.10,0.20,9.80,9.81,0.00,0.00,0.00,0.00,0.04,0.04,0.13,0.13,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01,-0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01,3619420,74540,1
-0.22,8.49,4.84,9.86,0.72,10.19,5.51,10.95,-2.98,7.75,2.87,9.05,0.77,0.21,0.55,0.09,3.69,2.44,2.64,1.89,-0.02,-0.03,0.00,0.31,0.49,0.96,0.97,1.49,-0.77,-0.98,-0.35,0.03,0.06,0.08,0.04,0.11,1.26,1.94,1.32,1.46,3619420,74560,1
-0.15,0.75,9.56,9.88,2.55,7.65,11.89,12.23,-4.25,0.20,4.03,8.69,0.80,2.57,1.68,0.24,6.80,7.45,7.86,3.53,-0.21,0.10,0.07,0.33,0.51,2.46,1.38,3.63,-2.76,-0.49,-0.33,0.00,0.45,0.22,0.08,0.81,3.27,2.94,1.71,3.63,3619420,74581,1
0.21,8.17,4.87,9.87,2.12,9.26,12.68,12.89,-4.44,0.92,3.64,8.31,0.68,3.01,2.43,0.41,6.56,8.34,9.04,4.58,-0.20,-0.05,0.04,0.61,0.18,3.48,2.63,5.07,-3.29,-3.07,-0.86,0.11,0.46,0.55,0.15,1.44,3.47,6.54,3.50,4.97,3619420,74601,1
0.66,4.67,8.64,9.86,1.26,5.01,8.93,10.12,0.18,4.32,8.19,9.50,0.15,0.06,0.02,0.01,1.08,0.68,0.74,0.62,0.00,0.01,-0.02,0.08,0.15,0.24,0.09,0.31,-0.24,-0.07,-0.09,0.02,0.00,0.00,0.00,0.00,0.40,0.31,0.19,0.29,3619420,74671,1
0.97,4.55,8.69,9.86,1.21,4.76,8.99,10.03,0.81,4.26,8.52,9.75,0.01,0.02,0.01,0.00,0.40,0.50,0.47,0.28,0.00,-0.00,-0.00,0.04,0.04,0.08,0.01,0.08,-0.04,-0.07,-0.03,0.02,0.00,0.00,0.00,0.00,0.09,0.14,0.04,0.07,3619420,74692,1
-0.01,4.14,8.91,9.86,0.59,4.97,9.41,10.15,-1.33,3.65,8.23,9.63,0.35,0.18,0.08,0.01,1.91,1.32,1.19,0.52,-0.03,-0.02,0.04,0.12,0.08,0.14,0.15,0.42,-0.24,-0.31,-0.11,0.02,0.00,0.01,0.00,0.01,0.33,0.45,0.25,0.39,3619420,74713,1
